timestamp,price,market_cap,volume
2025-03-19 14:04:35.249,84191.81444671717,1670048025872.3596,23414030527.62542
2025-03-19 15:04:47.607,84218.7779651746,1671441195494.543,22419141553.9543
2025-03-19 16:09:55.991,84620.39023500234,1679943952929.2769,25639232119.21216
2025-03-19 17:04:50.905,84590.9687216577,1678144958000.5242,26029403437.764484
2025-03-19 18:04:48.509,84258.56237624737,1669682270512.3386,23654130609.912506
2025-03-19 19:04:45.580,85888.99366381548,1669682270512.3386,23970187785.044983
2025-03-19 20:04:50.222,85452.54273371371,1691618628631.3025,31666067131.128265
2025-03-19 21:04:33.933,85343.76599188604,1690886416186.5674,31185280253.29358
2025-03-19 22:04:49.130,85629.40668023448,1696513992261.873,28408108419.99417
2025-03-19 23:04:53.861,86185.41143785912,1711682857860.0273,35287513708.10233
2025-03-20 00:04:56.352,86815.44109470697,1721565138141.278,33871216993.304657
2025-03-20 01:05:33.760,86023.02793690139,1726811709370.6262,37657952378.238594
2025-03-20 02:04:23.058,85865.46977691361,1704623497025.2627,37385039834.94244
2025-03-20 03:01:13.197,86081.32251805106,1708479204015.47,38065875351.94843
2025-03-20 04:06:20.572,85924.85863959961,1704223984501.0798,37934115796.560295
2025-03-20 05:16:13.222,85636.4698965906,1698966503945.3213,36523419889.539
2025-03-20 06:23:30.852,85894.57540910708,1702696269673.3582,37370562679.71329
2025-03-20 07:04:43.368,85779.65947424584,1702696269673.3582,35455260037.62761
2025-03-20 08:04:40.385,85846.60645541982,1702693988178.52,37504030617.76805
2025-03-20 09:09:21.861,86229.67963508387,1710516594143.749,37952466491.31484
2025-03-20 10:04:56.892,85882.7039898859,1703616873401.0193,38405126625.67551
2025-03-20 11:09:45.527,85222.63297451382,1690558032363.9478,38182250017.602806
2025-03-20 12:09:30.931,85380.33161914661,1694714912351.8013,34984243686.8415
2025-03-20 13:04:48.987,85310.96814284839,1694714912351.8013,37282066364.0617
2025-03-20 14:04:38.923,85504.94400788672,1694475588654.565,32804167875.871655
2025-03-20 15:07:38.884,85405.15657351525,1694322697119.1274,37033963486.112366
2025-03-20 16:04:51.036,84683.88848622817,1680053331506.578,35797163043.33246
2025-03-20 17:02:37.273,83735.87324881191,1661703939049.7744,36912417957.42944
2025-03-20 18:04:32.534,84006.03482067536,1669695194690.7668,38491996467.37394
2025-03-20 19:05:28.951,84040.25543267331,1667966503291.2627,34851360781.284386
2025-03-20 20:01:53.316,84134.39141427614,1671272775571.5288,32338096572.124634
2025-03-20 21:07:32.669,84531.19085429756,1677094125571.8171,29424074117.38823
2025-03-20 22:04:48.566,84309.65715170768,1672661453358.495,24442168397.204414
2025-03-20 23:04:57.112,84087.18295443771,1668563659240.3408,26212151279.36154
2025-03-21 00:07:16.021,84326.23460828917,1670792449939.0652,29074301901.64253
2025-03-21 01:04:55.872,84473.8179802995,1674990749440.0823,25528849965.027836
2025-03-21 02:04:51.821,84743.39249862774,1674990749440.0823,24649378617.677856
2025-03-21 03:04:06.012,84634.46695960859,1679119725835.6038,26305893030.713013
2025-03-21 04:04:55.452,84474.66633967978,1675949334590.022,21187365707.13271
2025-03-21 05:03:49.726,84630.85046766164,1679583071958.224,25832190316.857716
2025-03-21 06:04:41.835,84437.76675727686,1673505019358.9233,23433509662.58122
2025-03-21 07:06:31.572,84179.23584511163,1669291687492.811,24976598677.522617
2025-03-21 08:02:16.823,83881.93676879247,1664198613888.7217,21492673588.27407
2025-03-21 09:04:56.072,83989.60535436933,1665736093517.2964,23854737339.51809
2025-03-21 10:01:33.900,84094.71763124721,1667561668672.912,22673140189.179096
2025-03-21 11:01:11.378,84153.42484945175,1669584741547.8948,20029385480.56109
2025-03-21 12:09:27.011,84090.37418372162,1666612073375.86,24089178525.739376
2025-03-21 13:09:28.668,83378.30606761425,1653241943073.5032,22232109834.804947
2025-03-21 14:04:33.272,83962.6562833777,1664423240465.2524,22276056949.216503
2025-03-21 15:09:49.697,84086.27070181312,1669304106298.2278,23655329813.772423
2025-03-21 16:09:48.273,83441.73355131772,1655326006309.6172,21796540841.81103
2025-03-21 17:04:59.819,84061.42075215005,1668107700501.7776,20452876710.6468
2025-03-21 18:04:40.575,83979.4455154189,1666147160260.2302,19206674856.65841
2025-03-21 19:09:35.355,83969.07347934862,1665912981129.6396,19091601400.656483
2025-03-21 20:04:40.747,83956.06190164157,1665742561573.1663,15022867810.873013
2025-03-21 21:04:52.393,84195.35014198667,1670354735793.1653,18636020081.81139
2025-03-21 22:04:50.392,84331.08912652876,1672177289758.1426,18399321941.40538
2025-03-21 23:01:17.806,84143.3705534662,1669452580854.7131,15889602790.965174
2025-03-22 00:05:00.207,84009.532917822,1666749159154.2927,18091004975.919056
2025-03-22 01:05:11.252,84167.8697252113,1669698131778.226,17960968394.634296
2025-03-22 02:06:50.265,84014.19303884667,1667786783477.4531,17677897505.98951
2025-03-22 03:04:57.034,84158.98941802121,1669557028895.6956,17713343258.573483
2025-03-22 04:04:53.997,84228.4931007714,1671239508746.661,17303209446.59256
2025-03-22 05:04:41.205,84349.53250237869,1672806639661.2197,16098701675.453403
2025-03-22 06:02:46.938,84267.59944731584,1671758678979.4897,17198334581.934456
2025-03-22 07:04:49.989,84314.71637816796,1672590503376.8555,15886664749.724594
2025-03-22 08:07:33.014,84238.86837592987,1671364718722.004,13764917059.874195
2025-03-22 09:01:31.570,84203.20734855889,1670612377155.2798,15772265960.401066
2025-03-22 10:03:54.953,84346.3661567513,1673621395495.6235,14334859274.157944
2025-03-22 11:04:43.065,84392.82009721096,1674392155956.0356,12727152911.31574
2025-03-22 12:04:10.151,84208.98723312806,1670880161410.1294,15147062484.532446
2025-03-22 13:04:55.227,84212.39615152313,1670604320840.6553,12444139980.26951
2025-03-22 14:05:27.025,84148.9958208313,1669551783044.6565,12339984243.804409
2025-03-22 15:00:52.609,84003.42768297587,1667132792980.3098,12134454946.941154
2025-03-22 16:00:40.710,84106.99527875872,1668900484962.4631,11631464983.243954
2025-03-22 17:07:48.007,84112.46732431548,1669026815099.7498,10523788954.093693
2025-03-22 18:00:32.867,84228.27462397689,1671706288179.8838,10503076876.839512
2025-03-22 19:05:13.389,84228.95217301375,1671014377396.7021,9283241544.593723
2025-03-22 20:04:50.124,84164.286334733,1669745495451.0713,6876701064.264157
2025-03-22 21:04:56.272,83914.13490809177,1665048029389.7747,9562664426.43806
2025-03-22 22:04:57.312,83994.80525653713,1666563846605.169,8681064590.46009
2025-03-22 23:04:56.175,83948.80437413476,1666040545665.5435,8517906326.995917
2025-03-23 00:04:56.860,83823.01245126098,1662413111988.9397,9217017633.213474
2025-03-23 01:01:44.609,83994.73650641015,1666497270565.351,8987587807.2735
2025-03-23 02:04:45.378,84054.10410734905,1667244873574.8267,9063080390.136333
2025-03-23 03:01:53.072,84220.40851733647,1671097352910.6763,8062133345.223995
2025-03-23 04:04:47.779,84199.37799419848,1670558447354.842,6317210083.131712
2025-03-23 05:09:34.802,84125.97474677162,1668940377253.298,8851785851.528778
2025-03-23 06:04:57.079,84204.78308895703,1671376110314.0674,8893240791.127125
2025-03-23 07:04:49.362,84255.48012582533,1671936612244.8901,7709194176.688952
2025-03-23 08:09:35.553,84281.47572220222,1672174791953.826,7122608472.25863
2025-03-23 09:04:54.939,84338.92959046464,1672619692469.82,7729564388.260283
2025-03-23 10:09:43.596,84308.26196392841,1672725337213.726,6705021628.486908
2025-03-23 11:04:47.110,84445.14986317117,1675435232331.1287,8368986857.309823
2025-03-23 12:02:29.342,84658.59701739515,1678755484287.8503,8095626252.280974
2025-03-23 13:04:50.300,84705.0272672479,1680399921180.3894,7902760769.991239
2025-03-23 14:04:50.859,85060.61255461848,1685453331371.5486,9969357472.516552
2025-03-23 15:08:33.578,84946.52220438045,1685390310477.767,10355871169.506824
2025-03-23 16:14:30.962,85149.72744367947,1688479094185.1006,10627840380.840954
2025-03-23 17:09:42.266,85371.1391031313,1691774192995.5513,10776823490.207102
2025-03-23 18:09:45.764,84954.75634459515,1686072633341.2156,11412097479.984419
2025-03-23 19:07:02.661,84930.81430153771,1685616962204.8423,10167019399.615282
2025-03-23 20:01:38.964,85011.00877668706,1686976548642.671,10325443627.049824
2025-03-23 21:06:25.198,85050.65759373661,1688386391864.4404,10864157568.679825
2025-03-23 22:04:46.735,85194.14813792474,1689452565934.1055,11680826449.986683
2025-03-23 23:05:28.734,85396.29041826307,1694313001348.4167,11193035182.352144
2025-03-24 00:04:50.591,86114.33370456511,1702009594329.4495,12944902999.00793
2025-03-24 01:06:43.288,85858.27751657135,1704788987549.3484,12685913040.034721
2025-03-24 02:06:00.414,85560.23956148796,1698706113022.3198,14678104683.07983
2025-03-24 03:04:43.755,85883.039117483,1704697891064.477,12101896024.219042
2025-03-24 04:04:55.539,86587.00817085963,1716195553943.1392,16249596879.025938
2025-03-24 05:04:49.483,86894.07650042877,1723102576811.4084,14764336995.938797
2025-03-24 06:06:00.777,86946.04244661995,1723717485912.183,18144408239.11632
2025-03-24 07:03:09.256,87126.56799401094,1728673495964.3264,17012596961.198837
2025-03-24 08:09:30.685,87083.94017266696,1725165765224.261,20387538419.47386
2025-03-24 09:04:25.158,87419.9071984332,1735477296721.482,18677489441.22024
2025-03-24 10:04:52.924,87172.88980549254,1729167624093.7988,19052142506.309254
2025-03-24 11:04:57.114,87807.28866290172,1741786174238.8196,20718094826.585716
2025-03-24 12:05:39.697,87686.17138536507,1740008427327.473,21785734940.058273
2025-03-24 13:04:36.379,87346.75998699872,1732082162720.5327,21904634622.155514
2025-03-24 14:09:42.611,88039.63937738597,1743509302232.9683,24794759977.028492
2025-03-24 15:04:53.797,87952.73226527461,1744965136789.3057,21408583763.969894
2025-03-24 16:04:52.429,88339.89035924661,1752863379278.3064,19923798010.15974
2025-03-24 17:04:33.095,88015.45327020861,1746281724512.0085,28005373243.39807
2025-03-24 18:04:48.419,88462.86393414128,1755046334716.8225,30090057216.029556
2025-03-24 19:04:45.767,88474.3135894229,1756464414567.623,29585074727.55511
2025-03-24 20:04:58.636,88259.76395777306,1751822766980.2302,29356071617.620415
2025-03-24 21:04:48.266,87866.17486946298,1743397769666.8113,30878620238.41873
2025-03-24 22:02:19.480,88188.34015751413,1749804663223.7083,35039346443.25662
2025-03-24 23:08:01.895,87355.15333559812,1735189501350.797,35781712292.725075
2025-03-25 00:05:35.024,87404.87649068212,1736010009543.4463,35787475027.20128
2025-03-25 01:04:32.481,87622.78459104586,1738675244270.562,34346993239.181965
2025-03-25 02:04:34.878,87132.16734771413,1731672424127.459,35387482745.78712
2025-03-25 03:04:39.460,86869.50462202856,1723543947639.8936,28131060113.33063
2025-03-25 04:04:46.977,86427.65033425306,1716589184381.494,32210161922.646458
2025-03-25 05:00:27.507,86436.2290521335,1716407047147.2285,29585889920.07701
2025-03-25 06:04:46.330,86671.25268250058,1720227052736.2507,32116989300.095264
2025-03-25 07:05:00.079,86618.22840507625,1718635702200.5706,23831871159.226776
2025-03-25 08:04:48.691,86460.41782128905,1716261141162.674,28559198338.36299
2025-03-25 09:04:20.747,86724.36314353025,1720763230395.8252,27544862193.727257
2025-03-25 10:04:56.752,87273.9836862527,1731521990256.6855,25572848504.695488
2025-03-25 11:04:14.450,87138.136227693,1728725986002.3088,23964389148.812878
2025-03-25 12:04:27.476,87413.3113487359,1734557186533.356,29800105267.462284
2025-03-25 13:05:12.968,87103.10754688627,1728268873799.5103,30473806129.582123
2025-03-25 14:00:46.888,87425.59711353843,1731241919666.8901,31865613568.07576
2025-03-25 15:09:32.314,88106.52827227654,1747198744027.2979,28298154389.646446
2025-03-25 16:02:51.011,87772.72551391833,1740872306923.125,29162434947.779037
2025-03-25 17:04:46.570,87826.12190670078,1742571895969.3389,26082227545.604538
2025-03-25 18:09:43.094,87974.75685468162,1745366378961.9204,30932019959.585617
2025-03-25 19:09:34.488,87960.9259253167,1745262195697.1592,27573940600.01937
2025-03-25 20:04:48.021,88199.60526776778,1750818625619.0615,24946108986.757996
2025-03-25 21:06:02.933,87936.51137016094,1744830190987.4487,28767014614.652634
2025-03-25 22:03:50.062,87741.71106058777,1740968686889.7048,30411274069.074875
2025-03-25 23:06:38.826,87321.36793603227,1732643281821.4788,30504107048.060806
2025-03-26 00:04:49.354,87424.06865781397,1736444530990.2063,30282779550.730293
2025-03-26 01:06:11.688,87647.88550868542,1739174319063.499,28962261867.249687
2025-03-26 02:04:33.658,87874.30791795647,1742808792399.2605,25975886041.639935
2025-03-26 03:01:26.021,87371.3491304742,1734233561901.287,29665357950.451767
2025-03-26 04:05:49.174,87205.4427253819,1730413717912.4695,29363130008.35759
2025-03-26 05:04:10.281,87334.3860075193,1732578485967.9712,26289068116.125698
2025-03-26 06:04:47.764,87538.98447599208,1736911238937.0894,27317146531.34157
2025-03-26 07:04:40.675,87953.57974749732,1744882942818.411,28897456435.08485
2025-03-26 08:04:37.452,88159.21504635461,1749759369727.404,28383627895.402317
2025-03-26 09:05:21.981,87983.70142460795,1744915117149.8997,29607645894.21867
2025-03-26 10:01:25.788,87922.27667040464,1744565140314.6484,26818250424.260193
2025-03-26 11:04:55.270,88240.46256324385,1750831185408.176,26830550485.254684
2025-03-26 12:04:28.151,87998.8047039292,1746405672424.0217,28323994131.249474
2025-03-26 13:04:48.961,87795.45224485123,1741973983152.412,24568236963.751717
2025-03-26 14:03:50.683,87219.71294548987,1732822824687.2412,28526666987.08393
2025-03-26 15:04:51.003,86823.44172743564,1722186314268.7188,26849718510.173206
2025-03-26 16:01:11.211,86745.53174766526,1720746184854.1106,27350676632.845985
2025-03-26 17:04:35.693,86454.04031914235,1717233820992.4915,27296519734.135445
2025-03-26 18:04:40.575,86566.57610290994,1717634402682.2693,20493662541.845657
2025-03-26 19:04:53.403,86217.63942503363,1713126382648.927,27353673063.748257
2025-03-26 20:04:50.699,86625.17449589507,1719467194015.4705,25271613688.36781
2025-03-26 21:04:30.530,87199.42852219005,1729710808534.7258,28502305454.441372
2025-03-26 22:03:01.708,87150.9659589762,1729881301573.1968,25450064580.279488
2025-03-26 23:08:00.483,86817.98796198177,1722837475609.0845,24214995153.743797
2025-03-27 00:04:41.339,86913.68578612641,1724367665542.8616,25184660306.741398
2025-03-27 01:04:39.772,87277.52244284363,1730362247871.2178,25540194749.296482
2025-03-27 02:09:46.260,87484.22713450069,1735895769317.9255,25305971460.705265
2025-03-27 03:04:43.770,87636.52233889826,1740124145693.8254,26312739947.78807
2025-03-27 04:04:46.185,87684.58507410828,1739414777262.1968,21915113481.168404
2025-03-27 05:04:42.858,87519.00306751425,1736591615855.238,25491762300.230244
2025-03-27 06:04:50.281,87309.51046145338,1731829225219.1519,25530606156.562138
2025-03-27 07:04:20.200,87382.68434468325,1732939615490.1362,25202804754.906918
2025-03-27 08:04:47.531,87426.40019335548,1734508962976.6873,20712779310.991844
2025-03-27 09:04:29.709,87468.52663938893,1734754227151.5154,24544348025.04745
2025-03-27 10:04:51.079,87517.37274800161,1736633976406.2688,24211544540.829872
2025-03-27 11:04:44.174,87227.42279262032,1730810660127.1055,19970067757.117313
2025-03-27 12:05:55.794,86886.0329308739,1724488132739.8843,25058625822.831005
2025-03-27 13:04:47.921,86836.77934030221,1722856496863.3748,24528416764.944305
2025-03-27 14:04:51.705,86311.36672144024,1709624158236.8616,24957254379.15693
2025-03-27 15:04:46.582,87284.7757395601,1730330016604.1394,23972308207.355747
2025-03-27 16:03:56.795,86951.76421649675,1726953435972.8914,21890977284.903522
2025-03-27 17:03:15.939,86803.87202525735,1722914049096.5818,26277064382.60975
2025-03-27 18:00:50.262,86901.47646822476,1726857730935.2085,26668232714.970627
2025-03-27 19:04:43.641,87207.48052895733,1730442164374.644,25392890315.657364
2025-03-27 20:04:27.408,87022.23634069061,1729429584548.8413,18760248906.758682
2025-03-27 21:04:30.356,87311.73452661555,1732206335787.5352,23460302474.523922
2025-03-27 22:04:54.977,87577.72538017163,1736644651441.304,23720111591.73468
2025-03-27 23:04:54.348,87305.46595898429,1733395500667.403,24355802796.690277
2025-03-28 00:04:49.111,87212.97468263778,1730130227423.7974,24027993322.40388
2025-03-28 01:04:56.632,87337.4665470881,1734187557294.3062,24072008462.965023
2025-03-28 02:02:39.918,87220.58974772833,1730941850542.6736,22734848954.768867
2025-03-28 03:04:55.663,87003.73711142981,1728490635726.9468,24173829152.53246
2025-03-28 04:04:54.390,86777.75784016024,1722563588370.4658,24292573153.979626
2025-03-28 05:00:52.164,86254.14224809303,1708048440556.8352,25569565949.290546
2025-03-28 06:04:51.898,86031.83128027114,1708075853872.5986,24904628300.173683
2025-03-28 07:04:48.233,85660.18490491247,1699690534284.8665,27060183887.73245
2025-03-28 08:14:41.654,85374.42563128132,1694279645149.3413,28629449112.561867
2025-03-28 09:04:41.052,85205.94321631963,1690860134950.1863,25107280335.88548
2025-03-28 10:04:33.230,85114.01221695973,1688950152070.6284,28336577807.026863
2025-03-28 11:06:34.263,84893.79618774568,1684035792799.1892,30691312209.554523
2025-03-28 12:05:29.268,85167.80064394798,1690110018898.767,30960776787.35904
2025-03-28 13:04:45.166,85022.1158107608,1689910559338.6191,31694388618.295437
2025-03-28 14:04:57.279,84996.80217812448,1685518037490.859,24547018710.769196
2025-03-28 15:05:36.116,84315.24214798606,1670777670689.3408,28569431407.02376
2025-03-28 16:09:38.263,84082.29777900936,1667101365265.9006,29194309757.628998
2025-03-28 17:04:52.341,83719.60743307101,1662269903234.2258,32080481521.25397
2025-03-28 18:04:59.369,83952.91072558291,1665658795200.269,31723164536.121426
2025-03-28 19:01:45.297,83827.52742896962,1663444134029.4253,31850913656.0039
2025-03-28 20:04:49.903,83785.9970399872,1662382277294.8867,33134399361.6655
2025-03-28 21:04:53.861,83762.71757013239,1662498571168.8237,31150520912.108944
2025-03-28 22:00:33.322,83955.84709919438,1665546505824.7458,30889634879.47576
2025-03-28 23:09:32.102,84478.16251367884,1675354695338.9177,30159125052.807995
2025-03-29 00:05:19.465,84359.46915506005,1673182800974.1038,31674486232.097313
2025-03-29 01:01:35.919,84356.18868046836,1673965298635.8113,32113590891.423794
2025-03-29 02:04:53.256,84386.77613913322,1672206530760.273,33228986108.48189
2025-03-29 03:04:49.563,83837.05251809006,1663189129942.287,33958910981.950394
2025-03-29 04:04:58.188,84173.41437233011,1670360466058.2073,31965362204.456
2025-03-29 05:04:47.911,84045.10988015977,1667146376777.72,31729024279.040745
2025-03-29 06:04:54.229,83947.40619319715,1665829230773.5962,30278010701.88614
2025-03-29 07:05:51.176,83744.87093314683,1662034302294.1304,29768288292.211952
2025-03-29 08:01:12.023,83701.85920800563,1661375068418.7527,27694297172.449863
2025-03-29 09:04:37.758,83894.4274576301,1664547471931.3286,23956962478.94217
2025-03-29 10:04:48.310,83508.44848841902,1655807729350.0527,26649358925.22473
2025-03-29 11:04:59.066,82953.25385473119,1647942689671.8835,26985389132.434864
2025-03-29 12:04:56.240,82237.62203229136,1632024826959.83,24735379076.481697
2025-03-29 13:04:42.742,82396.18735905731,1634161640811.5872,26555982093.003212
2025-03-29 14:00:37.930,82793.81582488914,1642931108944.5088,19417016939.07493
2025-03-29 15:04:35.989,82471.49051640474,1637657259959.5964,20954810770.309135
2025-03-29 16:04:11.064,82386.35050942781,1634534304998.435,17946934139.761864
2025-03-29 17:04:47.242,82162.685941113,1630418125750.231,17221197057.734447
2025-03-29 18:04:42.267,82346.68633969543,1634108730899.2373,19850028229.505623
2025-03-29 19:07:26.735,82305.29496801457,1632055609119.3994,19312016224.01923
2025-03-29 20:08:56.150,82502.35566528513,1638599930619.5493,16813286188.595509
2025-03-29 21:04:20.736,82483.38479164489,1636557562693.977,15033604187.562237
2025-03-29 22:07:31.099,82428.14555995223,1635690766361.1018,15695008247.57511
2025-03-29 23:07:59.216,82311.72140355429,1634799005934.615,15940848427.445204
2025-03-30 00:04:55.150,82603.84608714566,1639457830515.0764,16425351535.660994
2025-03-30 01:04:32.657,82780.67040433415,1642064975624.0315,14780618218.299532
2025-03-30 02:04:34.358,82930.05815369933,1645031735594.5586,16759506724.388903
2025-03-30 03:04:38.823,83292.98909963878,1651864880708.025,16005427277.407228
2025-03-30 04:04:34.040,83066.49252905766,1648242667004.5686,17013741125.346006
2025-03-30 05:04:32.991,83096.07674952217,1650896033248.459,16974828693.73428
2025-03-30 06:04:35.220,82935.22943299318,1645646088419.1191,16979562363.455618
2025-03-30 07:00:33.863,83137.68269393778,1649319481804.3945,13542288596.1423
2025-03-30 08:04:39.130,83053.40070328081,1648064630307.8945,14733482629.306595
2025-03-30 09:04:46.751,83353.632024973,1653711804165.6245,16878375000.29647
2025-03-30 10:04:41.408,83440.59474949405,1656620353244.022,16178605582.852652
2025-03-30 11:04:41.538,83108.82259101293,1649392186665.3464,15489312073.829985
2025-03-30 12:04:44.099,83065.56137310392,1649240115998.0708,14397939311.113218
2025-03-30 13:04:43.810,83038.37790704927,1647367165353.5745,11243444524.511093
2025-03-30 14:04:38.842,82722.57464096136,1641556303387.7725,13651506824.044409
2025-03-30 15:03:09.676,82758.56160404938,1643026810098.352,14478602960.729437
2025-03-30 16:09:31.105,82681.44287077147,1641128590239.2827,13851367081.449612
2025-03-30 17:04:47.468,82274.6912690196,1632427796021.68,14284291176.322014
2025-03-30 18:09:21.132,82514.66681903032,1636608485260.195,13904007208.309381
2025-03-30 19:02:01.782,82727.0691413136,1640778628611.3518,13151252766.131523
2025-03-30 20:04:00.570,82515.76586162791,1637616326250.196,13409475284.15382
2025-03-30 21:04:47.655,82553.26654935416,1637688396357.9,13066589739.365843
2025-03-30 22:04:51.424,82190.67408154199,1629815120963.5671,13216164733.326347
2025-03-30 23:04:48.885,82377.94312671632,1637086369307.5815,14523903512.3047
2025-03-31 00:04:27.865,82355.18824543593,1634123949304.9016,12882081645.230942
2025-03-31 01:04:52.376,81615.15679949729,1619067701831.0938,14234443026.572197
2025-03-31 02:02:38.749,81825.6051256894,1623139934583.3152,15758510826.415176
2025-03-31 03:02:41.198,81914.94920836002,1626603778052.5808,15793580000.77007
2025-03-31 04:02:28.843,81496.23755227726,1616665509030.0527,14562655156.81983
2025-03-31 05:04:52.032,81892.18710736942,1622456847940.5986,17710682928.742985
2025-03-31 06:04:26.265,82121.83919121162,1629862584253.6653,17466531939.962482
2025-03-31 07:01:51.998,81981.93953358226,1626666179180.0017,17121575456.241575
2025-03-31 08:03:30.691,81884.11109014327,1623897591992.0618,19297703978.60489
2025-03-31 09:04:49.639,81882.34625826216,1625555978781.3257,19926328730.74158
2025-03-31 10:04:21.646,81488.96451396754,1614928127964.7046,20566460536.704803
2025-03-31 11:04:52.578,82184.6497493072,1630105053544.833,19574300937.92419
2025-03-31 12:04:26.791,82227.54336233468,1630259880152.9326,21677397047.884262
2025-03-31 13:05:43.149,82741.55197322981,1643789190191.39,20552042118.723705
2025-03-31 14:03:49.665,82553.4254041944,1638328666572.0774,24441967895.806602
2025-03-31 15:00:53.808,83500.4896400052,1660115966490.7869,26207354985.357533
2025-03-31 16:04:47.899,83447.38626910759,1655403659282.4858,28775593542.998875
2025-03-31 17:04:30.513,83277.76436696327,1652588202678.8787,28810068175.5503
2025-03-31 18:00:49.523,82643.59909200664,1640220005338.9495,27059929741.824867
2025-03-31 19:09:37.958,83299.9810590052,1652291105689.8757,25696732383.287865
2025-03-31 20:04:45.238,82348.25633896062,1635852560718.4355,30464047245.949497
2025-03-31 21:04:40.879,82394.12780936091,1635089361987.6716,24777608865.258823
2025-03-31 22:04:28.037,82542.85168725922,1638065268100.6265,31419666636.569595
2025-03-31 23:04:46.187,82372.42496571247,1633798787966.2148,30357000546.959167
2025-04-01 00:02:14.101,82553.23623643283,1637630753870.8704,25563649533.896156
2025-04-01 01:04:52.542,82632.17739877684,1640438624964.794,26281072993.08448
2025-04-01 02:04:44.960,82687.62921124356,1641312696168.2913,25615350269.83096
2025-04-01 03:04:44.186,83099.7132171393,1647827683654.8228,28329740730.40455
2025-04-01 04:04:36.544,82938.776894528,1645464237452.5964,28432388359.392963
2025-04-01 05:04:34.613,83037.21355746588,1647902738187.318,24175658613.498203
2025-04-01 06:04:46.868,82965.36899692599,1647084862472.349,28093283099.652836
2025-04-01 07:04:35.765,83434.03386130522,1656500828505.6445,21063266603.44518
2025-04-01 08:04:53.710,83460.19817794718,1656018185696.6333,27757378813.46636
2025-04-01 09:09:44.944,84301.95269620928,1672666648611.1565,28489521236.196194
2025-04-01 10:04:44.581,84370.26093529824,1673886777363.0833,28005951192.21493
2025-04-01 11:04:49.221,84194.93109759485,1671667841964.8845,28505694643.86854
2025-04-01 12:01:34.929,83889.52404655488,1665038655185.6157,28529728833.762424
2025-04-01 13:09:32.720,83589.39097506716,1660631131476.4229,27412314330.22344
2025-04-01 14:04:39.019,83619.87350890883,1660147480030.7458,26875778658.77939
2025-04-01 15:06:18.541,84281.84680860782,1671784059972.967,25114148961.668224
2025-04-01 16:04:48.622,85311.29137218822,1692198383660.4175,24174551852.799816
2025-04-01 17:04:45.615,85089.10675897203,1690672888587.4946,26413732181.050247
2025-04-01 18:04:56.957,85253.00123334384,1692094220882.6409,29598591719.7757
2025-04-01 19:04:40.475,85133.05972535553,1687826679179.801,26283717606.899483
2025-04-01 20:05:45.976,84929.06237244017,1686033463176.7578,29534732174.078537
2025-04-01 21:04:51.962,85245.22438987631,1692094129551.8276,25650064898.36904
2025-04-01 22:04:42.548,85244.43181925929,1691907914157.5723,29355794172.034203
2025-04-01 23:04:52.481,85073.12003223266,1688786831339.5361,29678910840.35733
2025-04-02 00:04:51.597,85151.38359873935,1689879670634.6924,29670672164.87349
2025-04-02 01:04:54.025,84981.39412820044,1686025507206.8796,26849289307.878853
2025-04-02 02:04:56.429,85152.65632409418,1688803538310.2292,27105811148.298145
2025-04-02 03:04:59.886,84728.41789937182,1683049955934.1716,29470375236.418343
2025-04-02 04:09:44.525,84650.3303317548,1679151638877.7222,29771176229.10041
2025-04-02 05:04:41.614,84580.70592294853,1677454490922.6465,30071782497.63079
2025-04-02 06:04:49.985,84083.22112364328,1669449166506.5698,27348459019.06654
2025-04-02 07:04:49.860,84126.51474147492,1670769992930.4302,30454259461.216843
2025-04-02 08:04:34.459,84416.00027025993,1674801282401.6172,27710852493.3641
2025-04-02 09:04:43.251,84665.33194165595,1680004905194.4827,27188182151.94643
2025-04-02 10:04:51.032,85021.65957232645,1686580305631.5051,28301420685.726868
2025-04-02 11:00:28.903,84844.77000604966,1687102938838.2615,29580552850.53757
2025-04-02 12:09:32.518,84597.15150833085,1679228446467.2432,27853571978.93522
2025-04-02 13:09:30.048,84938.61029698861,1687359120917.6338,29202908702.90064
2025-04-02 14:04:58.557,85461.5657413444,1695003759397.5286,30699382150.49999
2025-04-02 15:07:35.023,86036.13444049208,1705431005727.5532,27512255878.855892
2025-04-02 16:09:25.304,86617.24415685238,1721128316534.6167,27171501037.532825
2025-04-02 17:04:57.119,87106.00781966242,1726775057382.305,32926776948.43761
2025-04-02 18:03:23.992,86612.92096605808,1718948607973.5908,34221437172.359905
2025-04-02 19:04:56.151,86317.97978903714,1712942901753.8013,34186846761.148643
2025-04-02 20:04:30.944,86412.29967901438,1714415914199.1282,32987667240.442547
2025-04-02 21:02:08.126,85654.66996320832,1699871882019.431,34110652032.56304
2025-04-02 22:04:58.273,84604.64636587836,1682231789872.079,45519488380.77094
2025-04-02 23:05:43.323,82670.64635520295,1642995522133.0803,45940274232.67593
2025-04-03 00:00:33.025,82526.4221526433,1637358764747.381,46332905657.77597
2025-04-03 01:04:57.817,83067.24275015933,1647837096555.4202,51076854220.90282
2025-04-03 02:04:49.283,83776.68744254543,1663592938437.6272,42315560971.23392
2025-04-03 03:03:06.659,83783.75496624704,1662196658801.6152,41750845130.14617
2025-04-03 04:04:32.946,83487.8420491959,1656585570074.6348,55299429663.012985
